phase_mark,source_marks,tracking_key,yoren_code,name_zh,attribute,stage,hp,deck_rule_limit,special_rules,interaction_flags,complexity,source_variant_count,collection_numbers,implemented_in_repo,implementation_status,backend_status,ui_status,ai_api_status,implemented_file,test_file,notes
G,G|F,P826,P826,以欧路普,草,2阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION,high,5,013/128|038/128,no,todo,todo,todo,todo,,,
G,G,Y1303,Y1303,音波龙ex,龙,1阶进化,260,,POKEMON_EX,ATTACH_ENERGY,medium,4,145/129|117/049|095/129|045/049,no,todo,todo,todo,todo,,,
G,G|F,P418,P418,泳圈鼬,水,基础,70,,,COIN_FLIP,low,7,026/128|020/129|032/153,no,todo,todo,todo,todo,,,
G,G,P0913,P0913,涌跃鸭,水,1阶进化,100,,,,low,14,036/127|032/128|06 08/08|06 07/08|06 06/08|06 05/08|06 04/08|06 03/08|06 02/08|06 01/08,no,todo,todo,not_needed,not_needed,,,
G,G,P284,P284,雨翅蛾,草,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,6,007/130|002/128,no,todo,todo,todo,todo,,,
G,G,P535,P535,圆蝌蚪,水,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,3,031/129,no,todo,todo,todo,todo,,,
G,G|F,P443,P443,圆陆鲨,斗,基础,70,,,,low,5,066/129|088/127,no,todo,todo,not_needed,not_needed,,,
G,G|F,P353,P353,怨影娃娃,超,基础,60,,,COIN_FLIP,low,5,053/127|038/131,no,todo,todo,todo,todo,,,
G,G,P197,P197,月亮伊布,恶,1阶进化,110,,,,low,3,076/129,no,todo,todo,not_needed,not_needed,,,
G,G|F,P337,P337,月石,超,基础,90,,,,low,10,051/129|128/127|057/177|049/127|011/064,no,todo,todo,not_needed,not_needed,,,
G,G,P224,P224,章鱼桶,水,1阶进化,110,,,COIN_FLIP,low,6,134/SV-P|025/129,no,todo,todo,todo,todo,,,
G,G,P278,P278,长翅鸥,无色,基础,70,,,,low,5,100/130|083/049|046/049,no,todo,todo,not_needed,not_needed,,,
G,G,P508,P508,长毛狗,无色,2阶进化,160,,,,low,3,108/129,no,todo,todo,not_needed,not_needed,,,
G,G|F,P190,P190,长尾怪手,无色,基础,60,,,SEARCH_OR_RECOVERY,low,8,112/052|104/128|022/064|108/128,no,todo,todo,todo,todo,,,
G,G,P311,P311,正电拍拍,雷,基础,70,,,DAMAGE_COUNTERS,low,4,092/SV-P|042/129,no,todo,todo,todo,todo,,,
G,G,P0264,P0264,直冲熊,无色,1阶进化,110,,,,low,3,106/129,no,todo,todo,not_needed,not_needed,,,
G,G,P0910,P0910,炙烫鳄,火,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,17,025/127|024/128|020/128|04 08/08|04 07/08|04 06/08|04 05/08|04 04/08|04 03/08|04 02/08|04 01/08,no,todo,todo,todo,todo,,,
G,G|F,P765,P765,智挥猩,超,基础,120,,,SELECT_POKEMON|SELECT_CARD,medium,5,059/130|119/131,no,todo,todo,todo,todo,,,
G,G,P821,P821,稚山雀,无色,基础,60,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,4,111/049|109/130,no,todo,todo,todo,todo,,,
G,G|F,P597,P597,种子铁球,钢,基础,70,,,,low,6,104/207|094/129|089/131,no,todo,todo,not_needed,not_needed,,,
G,G,P0944,P0944,滋汁鼹,恶,基础,50,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,8,111/SV-P|108/SV-P|106/128|092/127,no,todo,todo,todo,todo,,,
G,G|F,P462,P462,自爆磁怪,雷,2阶进化,170,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH|SEARCH_OR_RECOVERY,high,11,038/128|131/128|101/207|089/153|087/128|027/059,no,todo,todo,todo,todo,,,
G,G,Y1195,Y1195,自爆磁怪ex,雷,2阶进化,330,,POKEMON_EX,ATTACH_ENERGY,medium,2,137/127|044/127,no,todo,todo,todo,todo,,,
G,G|F,P745,P745,鬃岩狼人,斗,1阶进化,130,,,DAMAGE_COUNTERS,low,12,070/129|12 06/07|12 05/07|12 04/07|12 03/07|12 02/07|12 01/07|084/207|080/131,no,todo,todo,todo,todo,,,
G,G,Y1250,Y1250,鬃岩狼人ex,斗,1阶进化,260,,POKEMON_EX,DAMAGE_COUNTERS,medium,3,141/128|079/128|12 07/07,no,todo,todo,todo,todo,,,
G,G|F,P043,P043,走路草,草,基础,60,,,COIN_FLIP,low,11,157/151|043/151|001/129|005/128|002/131,no,todo,todo,todo,todo,,,
G,G,Y1197,Y1197,诅咒娃娃ex,超,1阶进化,250,,POKEMON_EX,,low,3,139/127|054/127|07 07/07,no,todo,todo,not_needed,todo,,,
G,G,P673,P673,坐骑山羊,草,1阶进化,130,,,COIN_FLIP,low,3,003/129,no,todo,todo,todo,todo,,,
G,G,P672,P672,坐骑小羊,草,基础,60,,,,low,3,002/129,no,todo,todo,not_needed,not_needed,,,
G,G,Y1313,Y1313,赛富豪ex,钢,1阶进化,260,,POKEMON_EX,,low,4,162/129|156/129|144/129|089/129,yes,implemented,implemented,not_needed,review,packages/sets/src/standard/set_g/gholdengo-ex.ts,packages/sets/tests/standard/set_g/gholdengo-ex.spec.ts,
G,G,P0999,P0999,索财灵,超,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,8,133/129|105/SV-P|063/129|024/059|012/SV-P,yes,implemented,implemented,review,review,packages/sets/src/standard/set_g/gimmighoul2.ts,,
F,F,Y932,Y932,阿尔宙斯V,无色,基础,220,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,6,198/S-P|197/S-P|145/127|144/127|106/127|009/024,no,todo,todo,todo,todo,,,
F,F,Y1022,Y1022,阿尔宙斯VSTAR,无色,V进化,280,,VSTAR,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,5,172/127|164/127|107/127|024/066|024/004,no,todo,todo,todo,todo,,,
F,F,P020,P020,阿罗拉 拉达,恶,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SEARCH_OR_RECOVERY,medium,2,065/127,no,todo,todo,todo,todo,,,
F,F,Y1158,Y1158,阿罗拉 六尾V,水,基础,190,,V,,low,2,076/072|013/072,no,todo,todo,not_needed,todo,,,
F,F,Y1159,Y1159,阿罗拉 六尾VSTAR,水,V进化,240,,VSTAR,,medium,2,089/072|014/072,no,todo,todo,todo,todo,,,
F,F,P019,P019,阿罗拉 小拉达,恶,基础,40,,,COIN_FLIP,low,2,064/127,no,todo,todo,todo,todo,,,
F,F,Y1155,Y1155,阿罗拉 椰蛋树V,草,基础,240,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,073/072|001/072,no,todo,todo,todo,todo,,,
F,F,P475,P475,艾路雷朵,超,2阶进化,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,045/127,no,todo,todo,todo,todo,,,
F,F,Y942,Y942,艾路雷朵V,斗,基础,220,,V,,low,4,143/128|076/128|066/153|015/004,no,todo,todo,not_needed,todo,,,
F,F,P481,P481,艾姆利多,超,基础,70,,,,low,2,057/127,no,todo,todo,not_needed,not_needed,,,
F,F,P675,P675,霸道熊猫,恶,1阶进化,140,,,,low,2,096/131,no,todo,todo,not_needed,not_needed,,,
F,F,P548,P548,百合根娃娃,草,基础,50,,,SWITCH,low,4,034/128|017/131,no,todo,todo,todo,todo,,,
F,F,Y971,Y971,宝石海星V,水,基础,190,,V,,low,4,135/128|041/128|029/207|013/004,no,todo,todo,not_needed,todo,,,
F,F,Y913,Y913,爆香猿V,火,基础,210,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,063/414|039/131,no,todo,todo,todo,todo,,,
F,F,Y1117,Y1117,爆香猿VSTAR,火,V进化,260,,VSTAR,,medium,2,155/131|040/131,no,todo,todo,todo,todo,,,
F,F,P640,P640,毕力吉翁,草,基础,110,,,,low,3,024/131|009/207,no,todo,todo,not_needed,not_needed,,,
F,F,Y1063,Y1063,毕力吉翁V,草,基础,200,,V,,low,2,068/066|006/066,no,todo,todo,not_needed,todo,,,
F,F,P712,P712,冰宝,水,基础,70,,,,low,2,055/128,no,todo,todo,not_needed,not_needed,,,
F,F,Y810,Y810,冰伊布V,水,基础,210,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,037/153|08 13/14,no,todo,todo,todo,todo,,,
F,F,Y938,Y938,冰伊布VSTAR,水,V进化,260,,VSTAR,,medium,2,159/153|038/153,no,todo,todo,todo,todo,,,
F,F,P394,P394,波皇子,水,1阶进化,90,,,,low,2,023/066,no,todo,todo,not_needed,not_needed,,,
F,F,P393,P393,波加曼,水,基础,60,,,COIN_FLIP|SPECIAL_CONDITION,medium,2,022/066,no,todo,todo,todo,todo,,,
F,F,Y919,Y919,波士可多拉V,钢,基础,230,,V,DAMAGE_COUNTERS,medium,2,299/414,no,todo,todo,todo,todo,,,
F,F,Y920,Y920,波士可多拉VMAX,钢,V进化,330,,VMAX,,medium,1,300/414,no,todo,todo,todo,todo,,,
F,F,Y1156,Y1156,布里卡隆V,草,基础,230,,V,DAMAGE_COUNTERS,medium,2,074/072|007/072,no,todo,todo,todo,todo,,,
F,F,Y767,Y767,布莉姆温V,超,基础,200,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH|SEARCH_OR_RECOVERY,high,1,037/072,no,todo,todo,todo,todo,,,
F,F,Y1166,Y1166,布莉姆温VMAX,超,V进化,320,,VMAX,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SPECIAL_CONDITION,high,2,085/072|038/072,no,todo,todo,todo,todo,,,
F,F,Y917,Y917,布鲁皇V,超,基础,210,,V,DAMAGE_COUNTERS,medium,2,419/414|174/414,no,todo,todo,todo,todo,,,
F,F,Y546,Y546,苍响V,钢,基础,220,,V,,low,1,096/131,no,todo,todo,not_needed,todo,,,
F,F,Y1126,Y1126,苍响VSTAR,钢,V进化,270,,VSTAR,,medium,1,097/131,no,todo,todo,todo,todo,,,
F,F,P889,P889,藏玛然特,钢,基础,130,,,,low,4,049/072|030/058,no,todo,todo,not_needed,not_needed,,,
F,F,Y547,Y547,藏玛然特V,钢,基础,220,,V,SEARCH_OR_RECOVERY,medium,6,420/414|313/414|157/131|114/207|098/131,no,todo,todo,todo,todo,,,
F,F,Y1127,Y1127,藏玛然特VSTAR,钢,V进化,270,,VSTAR,,medium,1,099/131,no,todo,todo,todo,todo,,,
F,F,P748,P748,超坏星,恶,1阶进化,120,,,SPECIAL_CONDITION,low,2,101/131,no,todo,todo,todo,todo,,,
F,F,Y1003,Y1003,超梦V,超,基础,220,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,135/127|054/177|033/127,no,todo,todo,todo,todo,,,
F,F,Y1004,Y1004,超梦VSTAR,超,V进化,280,,VSTAR,ATTACH_ENERGY,medium,5,170/127|160/127|144/S-P|055/177|034/127,no,todo,todo,todo,todo,,,
F,F,P678,P678,超能妙喵,超,1阶进化,90,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,061/177|035/072,no,todo,todo,todo,todo,,,
F,F,P329,P329,超音波幼虫,斗,1阶进化,90,,,,low,1,223/414,no,todo,todo,not_needed,not_needed,,,
F,F,P727,P727,炽焰咆哮虎,火,2阶进化,170,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,2,052/131,no,todo,todo,todo,todo,,,
F,F,P265,P265,刺尾虫,草,基础,60,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,013/128|005/153,no,todo,todo,todo,todo,,,
F,F,Y944,Y944,达克莱伊V,恶,基础,210,,V,SPECIAL_CONDITION,medium,1,085/153,no,todo,todo,todo,todo,,,
F,F,Y945,Y945,达克莱伊VSTAR,恶,V进化,270,,VSTAR,,medium,2,162/153|086/153,no,todo,todo,todo,todo,,,
F,F,P539,P539,打击鬼,斗,基础,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,3,080/207|079/128,no,todo,todo,todo,todo,,,
F,F,Y1101,Y1101,大比鸟V,无色,基础,210,,V,SEARCH_OR_RECOVERY,medium,2,151/131|112/131,no,todo,todo,todo,todo,,,
F,F,P328,P328,大颚蚁,斗,基础,60,,,COIN_FLIP,low,1,222/414,no,todo,todo,todo,todo,,,
F,F,P400,P400,大尾狸,无色,1阶进化,120,,,COIN_FLIP|SEARCH_OR_RECOVERY,medium,9,161/S-P|130/127|112/128|105/127|097/177|023/066|019/024,no,todo,todo,todo,todo,,,
F,F,P399,P399,大牙狸,无色,基础,60,,,COIN_FLIP,low,7,111/128|104/127|096/177|022/066|004/011,no,todo,todo,todo,todo,,,
F,F,P606,P606,大宇怪,超,1阶进化,90,,,,low,2,048/131,no,todo,todo,not_needed,not_needed,,,
F,F,Y1113,Y1113,大针蜂V,草,基础,210,,V,COIN_FLIP,medium,3,136/131|135/131|001/131,no,todo,todo,todo,todo,,,
F,F,Y1009,Y1009,大嘴娃V,超,基础,200,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,3,137/127|047/127|014/004,no,todo,todo,todo,todo,,,
F,F,Y1010,Y1010,大嘴娃VSTAR,超,V进化,260,,VSTAR,,medium,2,162/127|048/127,no,todo,todo,todo,todo,,,
F,F,P639,P639,代拉基翁,斗,基础,130,,,,low,5,081/207|074/131|014/058,no,todo,todo,not_needed,not_needed,,,
F,F,Y928,Y928,代欧奇希斯V,超,基础,210,,V,,low,3,056/153|052/127|005/024,no,todo,todo,not_needed,todo,,,
F,F,Y1011,Y1011,代欧奇希斯VMAX,超,V进化,330,,VMAX,,medium,2,154/127|053/127,no,todo,todo,todo,todo,,,
F,F,Y940,Y940,代欧奇希斯VSTAR,超,V进化,270,,VSTAR,,medium,2,161/153|057/153,no,todo,todo,todo,todo,,,
F,F,P751,P751,滴蛛,水,基础,60,,,,low,2,024/131,no,todo,todo,not_needed,not_needed,,,
F,F,P752,P752,滴蛛霸,水,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,high,2,025/131,no,todo,todo,todo,todo,,,
F,F,P395,P395,帝王拿波,水,2阶进化,160,,,,low,4,024/066|007/059,no,todo,todo,not_needed,not_needed,,,
F,F,P719,P719,蒂安希,超,基础,90,,,,low,5,133/131|067/207|051/131|015/066,no,todo,todo,not_needed,not_needed,,,
F,F,P587,P587,电飞鼠,雷,基础,70,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,2,066/131,no,todo,todo,todo,todo,,,
F,F,P432,P432,东施喵,无色,1阶进化,110,,,COIN_FLIP|SPECIAL_CONDITION,medium,2,110/131,no,todo,todo,todo,todo,,,
F,F,P269,P269,毒粉蛾,草,2阶进化,140,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,3,017/128|007/153,no,todo,todo,todo,todo,,,
F,F,P691,P691,毒藻龙,恶,1阶进化,120,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,2,098/131,no,todo,todo,todo,todo,,,
F,F,P268,P268,盾甲茧,草,1阶进化,80,,,,low,3,016/128|006/153,no,todo,todo,not_needed,not_needed,,,
F,F,P410,P410,盾甲龙,钢,1阶进化,100,,,COIN_FLIP,low,2,089/128,no,todo,todo,todo,todo,,,
F,F,Y1085,Y1085,多刺菊石兽V,水,基础,190,,V,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,2,137/131|007/131,no,todo,todo,todo,todo,,,
F,F,P887,P887,多龙巴鲁托,超,2阶进化,150,,,SELECT_POKEMON|SELECT_CARD,medium,2,058/131,no,todo,todo,todo,todo,,,
F,F,Y1089,Y1089,风妖精V,超,基础,190,,V,,low,2,139/131|041/131,no,todo,todo,not_needed,todo,,,
F,F,Y1090,Y1090,风妖精VSTAR,超,V进化,250,,VSTAR,ATTACH_ENERGY,medium,2,160/131|042/131,no,todo,todo,todo,todo,,,
F,F,Y1130,Y1130,凤王V,无色,基础,230,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,147/131|125/207|104/131,no,todo,todo,todo,todo,,,
F,F,P588,P588,盖盖虫,草,基础,70,,,,low,3,025/414|013/153,no,todo,todo,not_needed,not_needed,,,
F,F,P382,P382,盖欧卡,水,基础,140,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,034/207|018/072,no,todo,todo,todo,todo,,,
F,F,Y1151,Y1151,盖欧卡V,水,基础,230,,V,,low,1,178/S-P,no,todo,todo,not_needed,todo,,,
F,F,P638,P638,勾帕路翁,钢,基础,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,5,108/207|094/131|027/058,no,todo,todo,todo,todo,,,
F,F,Y941,Y941,怪力V,斗,基础,220,,V,DAMAGE_COUNTERS,medium,5,141/128|140/128|068/177|060/153|059/128,no,todo,todo,todo,todo,,,
F,F,Y978,Y978,怪力VMAX,斗,V进化,330,,VMAX,DAMAGE_COUNTERS,medium,3,162/128|069/177|060/128,no,todo,todo,todo,todo,,,
F,F,Y1163,Y1163,光辉虫电宝,雷,基础,90,1,RADIANT,DAMAGE_COUNTERS|ATTACH_ENERGY,medium,1,025/072,no,todo,todo,todo,todo,,,
F,F,Y983,Y983,光辉大钢蛇,钢,基础,170,1,RADIANT,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,1,088/128,no,todo,todo,todo,todo,,,
F,F,Y1088,Y1088,光辉胡地,超,基础,130,1,RADIANT,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS,high,2,028/131|004/024,no,todo,todo,todo,todo,,,
F,F,Y1124,Y1124,光辉基拉祈,钢,基础,90,1,RADIANT,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,high,1,086/131,no,todo,todo,todo,todo,,,
F,F,Y1160,Y1160,光辉甲贺忍蛙,水,基础,130,1,RADIANT,ATTACH_ENERGY,medium,3,020/072|016/024|003/033,no,todo,todo,todo,todo,,,
F,F,Y964,Y964,光辉妙蛙花,草,基础,150,1,RADIANT,SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,1,004/128,no,todo,todo,todo,todo,,,
F,F,Y1064,Y1064,光辉喷火龙,火,基础,160,1,RADIANT,,medium,3,013/024|007/066|003/033,no,todo,todo,todo,todo,,,
F,F,Y1008,Y1008,光辉沙奈朵,超,基础,130,1,RADIANT,,medium,2,046/127|006/024,no,todo,todo,todo,todo,,,
F,F,Y981,Y981,光辉摔角鹰人,斗,基础,90,1,RADIANT,,medium,1,080/128,no,todo,todo,todo,todo,,,
F,F,Y1065,Y1065,光辉水箭龟,水,基础,150,1,RADIANT,DAMAGE_COUNTERS,medium,1,015/066,no,todo,todo,todo,todo,,,
F,F,Y1116,Y1116,光辉甜冷美后,草,基础,140,1,RADIANT,,medium,1,027/131,no,todo,todo,todo,todo,,,
F,F,Y1100,Y1100,光辉无极汰那,龙,基础,170,1,RADIANT,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,high,1,111/131,no,todo,todo,todo,todo,,,
F,F,Y1000,Y1000,光辉席多蓝恩,火,基础,160,1,RADIANT,DAMAGE_COUNTERS,medium,1,014/127,no,todo,todo,todo,todo,,,
F,F,Y1015,Y1015,光辉洗翠 大狃拉,恶,基础,130,,RADIANT,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,1,079/127,no,todo,todo,todo,todo,,,
F,F,Y1021,Y1021,光辉伊布,无色,基础,90,1,RADIANT,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,high,1,092/127,no,todo,todo,todo,todo,,,
F,F,P688,P688,龟脚脚,斗,基础,70,,,,low,2,076/131,no,todo,todo,not_needed,not_needed,,,
F,F,P689,P689,龟足巨铠,斗,1阶进化,130,,,SEARCH_OR_RECOVERY,low,2,077/131,no,todo,todo,todo,todo,,,
F,F,P899,P899,诡角鹿,超,1阶进化,140,,,,low,3,061/127|006/012,no,todo,todo,not_needed,not_needed,,,
F,F,Y948,Y948,诡角鹿V,无色,基础,220,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,146/127|111/127|111/153,no,todo,todo,todo,todo,,,
F,F,P423,P423,海兔兽,斗,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,071/128|063/153,no,todo,todo,todo,todo,,,
F,F,P747,P747,好坏星,恶,基础,60,,,SPECIAL_CONDITION,low,2,100/131,no,todo,todo,todo,todo,,,
F,F,P320,P320,吼吼鲸,水,基础,110,,,,low,4,019/066|009/131,no,todo,todo,not_needed,not_needed,,,
F,F,P321,P321,吼鲸王,水,1阶进化,200,,,,low,4,020/066|010/131,no,todo,todo,not_needed,not_needed,,,
F,F,P720,P720,胡帕,恶,基础,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,099/131,no,todo,todo,todo,todo,,,
F,F,P411,P411,护城龙,钢,2阶进化,160,,,,low,2,090/128,no,todo,todo,not_needed,not_needed,,,
F,F,P764,P764,花疗环环,超,基础,70,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,4,134/131|052/131|003/020,no,todo,todo,todo,todo,,,
F,F,P142,P142,化石翼龙,无色,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,1,186/S-P,no,todo,todo,todo,todo,,,
F,F,Y1092,Y1092,化石翼龙V,斗,基础,210,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,142/131|141/131|061/131,no,todo,todo,todo,todo,,,
F,F,Y1093,Y1093,化石翼龙VSTAR,斗,V进化,260,,VSTAR,,medium,2,161/131|062/131,no,todo,todo,todo,todo,,,
F,F,P653,P653,火狐狸,火,基础,60,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,044/131|020/177,no,todo,todo,todo,todo,,,
F,F,P155,P155,火球鼠,火,基础,60,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,158/S-P|007/127,no,todo,todo,todo,todo,,,
F,F,P156,P156,火岩鼠,火,1阶进化,90,,,,low,2,008/127,no,todo,todo,not_needed,not_needed,,,
F,F,P718,P718,基格尔德,龙,基础,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,2,053/072,no,todo,todo,todo,todo,,,
F,F,Y1067,Y1067,基拉祈V,超,基础,180,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION,high,2,070/066|036/066,no,todo,todo,todo,todo,,,
F,F,Y509,Y509,伽勒尔 喵喵,钢,基础,70,,,COIN_FLIP,low,2,076/131,no,todo,todo,todo,todo,,,
F,F,P863,P863,伽勒尔 喵头目,钢,1阶进化,120,,,COIN_FLIP,low,2,077/131,no,todo,todo,todo,todo,,,
F,F,Y1123,Y1123,伽勒尔 喵头目V,钢,基础,200,,V,,low,3,144/131|143/131|078/131,no,todo,todo,not_needed,todo,,,
F,F,Y544,Y544,伽勒尔 泥巴鱼,钢,基础,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,106/207|091/131,no,todo,todo,todo,todo,,,
F,F,P266,P266,甲壳茧,草,1阶进化,80,,,COIN_FLIP,low,2,014/128,no,todo,todo,todo,todo,,,
F,F,P455,P455,尖牙笼,草,基础,90,,,SPECIAL_CONDITION,low,2,005/072,no,todo,todo,todo,todo,,,
F,F,P412,P412,结草儿,草,基础,60,,,,low,2,025/128,no,todo,todo,not_needed,not_needed,,,
F,F,P413,P413,结草贵妇,钢,1阶进化,110,,,,low,6,091/128|070/128|026/128,no,todo,todo,not_needed,not_needed,,,
F,F,Y678,Y678,捷拉奥拉V,雷,基础,210,,V,,low,4,218/S-P|047/153|027/127|004/024,no,todo,todo,not_needed,todo,,,
F,F,Y1002,Y1002,捷拉奥拉VMAX,雷,V进化,320,,VMAX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,219/S-P|153/127|028/127,no,todo,todo,todo,todo,,,
F,F,Y939,Y939,捷拉奥拉VSTAR,雷,V进化,270,,VSTAR,,medium,3,220/S-P|160/153|048/153,no,todo,todo,todo,todo,,,
F,F,P234,P234,惊角鹿,无色,基础,100,,,,low,2,099/127,no,todo,todo,not_needed,not_needed,,,
F,F,P226,P226,巨翅飞鱼,水,基础,110,,,SELECT_POKEMON|SELECT_CARD,medium,2,045/128,no,todo,todo,todo,todo,,,
F,F,Y914,Y914,巨钳蟹V,水,基础,220,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,080/414,no,todo,todo,todo,todo,,,
F,F,Y915,Y915,巨钳蟹VMAX,水,V进化,330,,VMAX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,1,081/414,no,todo,todo,todo,todo,,,
F,F,P427,P427,卷卷耳,无色,基础,60,,,COIN_FLIP,low,2,107/131,no,todo,todo,todo,todo,,,
F,F,Y1012,Y1012,眷恋云V,超,基础,210,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,138/127|062/127|015/004,no,todo,todo,todo,todo,,,
F,F,Y926,Y926,君主蛇V,草,基础,210,,V,,low,4,134/128|032/128|013/004|001/024,no,todo,todo,not_needed,todo,,,
F,F,Y969,Y969,君主蛇VSTAR,草,V进化,270,,VSTAR,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,172/128|160/128|033/128,no,todo,todo,todo,todo,,,
F,F,P488,P488,克雷色利亚,超,基础,120,,,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS,medium,4,033/072|018/024|009/033,no,todo,todo,todo,todo,,,
F,F,Y894,Y894,快龙V,龙,基础,230,,V,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,2,148/131|105/131,no,todo,todo,todo,todo,,,
F,F,Y1097,Y1097,快龙VSTAR,龙,V进化,280,,VSTAR,,medium,2,163/131|106/131,no,todo,todo,todo,todo,,,
F,F,P690,P690,垃垃藻,恶,基础,60,,,,low,2,097/131,no,todo,todo,not_needed,not_needed,,,
